id,quiz_id,question_id,question,options,correct_answer,explanation,order_index,created_at
3cdf069e-440a-4ce1-8635-162ccaba20fc,seerah,q027,Who was the last person to see the Prophet (peace be upon him) before his passing?,"[""Aishah"", ""Abu Bakr"", ""Umar"", ""Ali""]",0,"Aishah (may Allah be pleased with her), the Prophet's wife, was the last person to see him before his passing, as he passed away in her room.",27,2026-01-11 08:39:16.776638+00
42caba39-b4f7-48b8-b0b1-a30f918e621b,seerah,q016,What was the name of the mountain where the Prophet and Abu Bakr took refuge during Hijrah?,"[""Mount Hira"", ""Mount Uhud"", ""Mount Thawr"", ""Mount Arafat""]",2,"Mount Thawr is where the Prophet and Abu Bakr took refuge for three days during their migration to Madinah, with a spider's web and pigeons protecting them.",16,2026-01-11 08:39:16.776638+00
44d2373f-41a6-4627-ad53-cf37772cc5df,seerah,q044,What was the name of the first mosque where the Prophet led Friday prayer in Madinah?,"[""Masjid Quba"", ""Masjid al-Nabawi"", ""Masjid Qiblatayn"", ""Masjid al-Noor""]",1,Masjid al-Nabawi (The Prophet's Mosque) was where the first Friday prayer in Madinah was led by the Prophet.,44,2026-01-11 08:39:16.776638+00
47e076f3-215a-405e-b039-0ba659bd4e63,seerah,s7,Who was the Prophet's ﷺ wet nurse?,"[""Aminah"", ""Halimah"", ""Fatimah"", ""Khadijah""]",1,Halimah al-Sadiyyah was the Prophet's wet nurse.,7,2025-12-01 04:42:40.704465+00
483211b5-4d3a-4861-99ab-18dd6545fba1,seerah,q047,Who was the first person to compile the Quran into a book?,"[""Abu Bakr"", ""Umar"", ""Uthman"", ""Zayd ibn Thabit""]",0,"Under Abu Bakr's caliphate, Zayd ibn Thabit compiled the Quran into a single book (Mushaf) after many memorizers were martyred.",47,2026-01-11 08:39:16.776638+00
4bf9495e-6dc9-4609-ad09-e1f544942a81,seerah,q003,Who was the first person to accept Islam?,"[""Abu Bakr"", ""Khadijah"", ""Ali"", ""Zayd""]",1,"Khadijah (may Allah be pleased with her), the Prophet's wife, was the first person to accept Islam and believe in his prophethood.",3,2026-01-11 08:39:16.776638+00
4ca3ce65-3cdf-43e6-acbb-9806c4bbf7fa,seerah,s27,Who was the Prophet's uncle who protected him?,"[""Abu Lahab"", ""Abu Talib"", ""Abbas"", ""Hamza""]",1,Abu Talib was the uncle who protected the Prophet ﷺ.,27,2025-12-01 04:42:40.704465+00
5343af4b-3037-4d8b-80b8-550d82dba7a9,seerah,q038,What was the name of the event where the Prophet was taken to Jerusalem and then to the heavens?,"[""Hijrah"", ""Mi'raj"", ""Isra"", ""Isra and Mi'raj""]",3,Isra and Mi'raj (Night Journey and Ascension) was when the Prophet was taken from Mecca to Jerusalem (Isra) and then to the heavens (Mi'raj).,38,2026-01-11 08:39:16.776638+00
5cccee80-f3bc-4b8f-b388-5d3f859d23e1,seerah,q046,What was the name of the year when Muslims were boycotted by the Quraysh?,"[""Year of Sorrow"", ""Year of Boycott"", ""Year of the Elephant"", ""Year of Grief""]",1,"The ""Year of Boycott"" (617-619 CE) refers to the economic and social boycott imposed on the Prophet's clan by the Quraysh.",46,2026-01-11 08:39:16.776638+00
5dcee147-008d-4568-8706-b9af9829fc92,seerah,q015,In which year did the Conquest of Mecca take place?,"[""628 CE"", ""629 CE"", ""630 CE"", ""631 CE""]",2,"The Conquest of Mecca took place in 630 CE (8 AH), when Muslims peacefully entered Mecca and removed the idols from the Kaaba.",15,2026-01-11 08:39:16.776638+00
5f79a483-f4fd-44f0-a672-95a0b5877daf,seerah,s28,What was the name of the Prophet's daughter who married Ali?,"[""Zainab"", ""Ruqayyah"", ""Umm Kulthum"", ""Fatimah""]",3,Fatimah married Ali ibn Abi Talib.,28,2025-12-01 04:42:40.704465+00
68b31c02-b455-4f85-86a5-e4512d661bbc,seerah,q023,How old was Prophet Muhammad (peace be upon him) when he passed away?,"[""60 years"", ""61 years"", ""62 years"", ""63 years""]",3,Prophet Muhammad (peace be upon him) passed away at the age of 63 in 632 CE (11 AH) in Madinah.,23,2026-01-11 08:39:16.776638+00
6a187265-cd77-4926-82cb-1f75660ee6d6,seerah,q032,What was the name of the Prophet's father?,"[""Abdullah"", ""Abu Talib"", ""Abdul-Muttalib"", ""Hashim""]",0,"The Prophet's father was Abdullah ibn Abdul-Muttalib, who passed away before the Prophet was born.",32,2026-01-11 08:39:16.776638+00
6a330ecd-4222-4dca-b0cd-3566883b8aef,seerah,q024,What was the name of the Prophet's she-camel?,"[""Al-Qaswa"", ""Al-Adha"", ""Al-Buraq"", ""Al-Naqa""]",0,Al-Qaswa was the name of the Prophet's she-camel that he rode during the Hijrah and other journeys.,24,2026-01-11 08:39:16.776638+00
6bea8839-441c-4935-80ce-c9b31e98fb98,seerah,s8,At what age did the Prophet ﷺ lose his mother?,"[""4"", ""6"", ""8"", ""10""]",1,The Prophet ﷺ was 6 years old when his mother Aminah passed away.,8,2025-12-01 04:42:40.704465+00
6cf22ba8-28f8-4818-b34b-5f5efffb5223,seerah,s2,What was the Prophet's ﷺ occupation before prophethood?,"[""Farmer"", ""Merchant"", ""Teacher"", ""Soldier""]",1,The Prophet ﷺ was known as a trustworthy merchant.,2,2025-12-01 04:42:40.704465+00
6f2c0a7b-4243-402e-b707-71741759ec1a,seerah,q018,What was the first mosque built in Islam?,"[""Al-Masjid al-Haram"", ""Masjid al-Nabawi"", ""Masjid Quba"", ""Masjid al-Aqsa""]",2,"Masjid Quba was the first mosque built in Islam, constructed by the Prophet upon his arrival in Madinah during the Hijrah.",18,2026-01-11 08:39:16.776638+00
6f4820e8-9332-4e3e-b65e-4f0c549feda5,seerah,s14,What was the name of the Prophet's ﷺ first son?,"[""Ibrahim"", ""Qasim"", ""Abdullah"", ""Ali""]",1,Qasim was the Prophet's first son.,14,2025-12-01 04:42:40.704465+00
70516ed6-8cd5-4d6f-bdb6-2574e6b12ffb,seerah,q020,What was the name of the event where the Prophet met with the Ansar (Helpers) of Madinah?,"[""First Pledge of Aqabah"", ""Second Pledge of Aqabah"", ""Pledge of Ridwan"", ""Pledge of Hudaybiyyah""]",1,"The Second Pledge of Aqabah (621 CE) was when 73 Muslims from Madinah pledged to support and protect the Prophet, leading to the Hijrah.",20,2026-01-11 08:39:16.776638+00
746da0fd-8803-4206-96d2-c46a9c25da62,seerah,s22,Who was the first male to accept Islam?,"[""Abu Bakr"", ""Ali"", ""Umar"", ""Uthman""]",1,Ali ibn Abi Talib was the first male to accept Islam.,22,2025-12-01 04:42:40.704465+00
7505f1d6-2fa0-4b0b-9c85-3cc8cf1458b0,seerah,q011,"Who was known as ""Al-Siddiq"" (The Truthful)?","[""Umar ibn al-Khattab"", ""Abu Bakr al-Siddiq"", ""Uthman ibn Affan"", ""Ali ibn Abi Talib""]",1,"Abu Bakr (may Allah be pleased with him) was given the title ""Al-Siddiq"" (The Truthful) because he immediately believed in the Prophet's Night Journey.",11,2026-01-11 08:39:16.776638+00
789c1ed6-7a4d-4eb2-944d-96cfd493ca69,seerah,q028,What was the name of the battle fought in a trench?,"[""Battle of Badr"", ""Battle of Uhud"", ""Battle of Khandaq (Trench)"", ""Battle of Hunayn""]",2,"The Battle of Khandaq (Trench), also called the Battle of Ahzab (627 CE), was when Muslims dug a trench around Madinah for defense.",28,2026-01-11 08:39:16.776638+00
792383c8-cc56-40d8-b719-10309fad74da,seerah,q029,Who suggested digging the trench in the Battle of Khandaq?,"[""Abu Bakr"", ""Umar"", ""Salman al-Farsi"", ""Ammar ibn Yasir""]",2,"Salman al-Farsi (may Allah be pleased with him) suggested digging a trench around Madinah, a strategy he had seen in Persia.",29,2026-01-11 08:39:16.776638+00
7e6fa797-a072-4eff-8255-966a8c295200,seerah,s10,What was the Prophet ﷺ known as before prophethood?,"[""Al-Amin"", ""Al-Sadiq"", ""Both A and B"", ""Al-Karim""]",2,He was known as Al-Amin (the trustworthy) and Al-Sadiq (the truthful).,10,2025-12-01 04:42:40.704465+00
8227f0e4-abfc-4aca-a9e7-afb5006e53cb,seerah,q004,How old was Prophet Muhammad (peace be upon him) when he received the first revelation?,"[""38 years"", ""40 years"", ""42 years"", ""45 years""]",1,Prophet Muhammad (peace be upon him) was 40 years old when he received the first revelation in the Cave of Hira.,4,2026-01-11 08:39:16.776638+00
86d2a9e5-59d9-472b-87ac-f78f07e233f8,seerah,s30,What was the miracle journey called?,"[""Hijrah"", ""Isra and Miraj"", ""Conquest"", ""Pledge""]",1,The night journey was called Isra and Miraj.,30,2025-12-01 04:42:40.704465+00
8ade544e-cc53-41f8-a68b-73a9a8f51bb3,seerah,s29,How many daughters did the Prophet ﷺ have?,"[""2"", ""3"", ""4"", ""5""]",2,The Prophet ﷺ had 4 daughters.,29,2025-12-01 04:42:40.704465+00
028dddfc-73bf-4ef1-805c-e8cca2e2f1b9,history,h16,Who was the first martyr in Islam?,"[""Hamza"", ""Sumayya"", ""Yasir"", ""Bilal""]",1,Sumayya bint Khayyat was the first martyr in Islam.,16,2025-12-01 04:43:11.615852+00
1691b985-31a3-4e3f-bdf6-16831ee4d99c,history,h10,Who was the fourth Caliph?,"[""Abu Bakr"", ""Umar"", ""Uthman"", ""Ali ibn Abi Talib""]",3,Ali ibn Abi Talib was the fourth Caliph.,10,2025-12-01 04:43:11.615852+00
19255ddc-be1d-4dde-b48d-2bbbbdcd312a,history,h18,Who was the first muezzin in Islam?,"[""Umar"", ""Ali"", ""Bilal"", ""Abu Bakr""]",2,Bilal ibn Rabah was the first muezzin.,18,2025-12-01 04:43:11.615852+00
25e1a834-4bc2-4b8e-88f6-cae94ec8ff23,history,h22,Who was the uncle of the Prophet ﷺ who died at Uhud?,"[""Abu Talib"", ""Abbas"", ""Hamza"", ""Abu Lahab""]",2,Hamza ibn Abdul Muttalib died at the Battle of Uhud.,22,2025-12-01 04:43:11.615852+00
31a9536e-4ba2-46d0-98f6-f457b7a993e8,history,h24,When did the Battle of Tabuk occur?,"[""628 CE"", ""629 CE"", ""630 CE"", ""631 CE""]",2,The Battle of Tabuk occurred in 630 CE.,24,2025-12-01 04:43:11.615852+00
32b760f3-575c-41d3-bd90-e2ddfdb74d28,history,h19,When was the Battle of Hunayn?,"[""628 CE"", ""629 CE"", ""630 CE"", ""631 CE""]",2,The Battle of Hunayn occurred in 630 CE.,19,2025-12-01 04:43:11.615852+00
381c7473-37df-4acb-b5b9-ca5da8a8285a,history,h5,What was the name of the Prophet's ﷺ wife who was a successful businesswoman?,"[""Aisha"", ""Khadijah"", ""Hafsa"", ""Zainab""]",1,Khadijah bint Khuwaylid was a successful businesswoman and the first wife of the Prophet ﷺ.,5,2025-12-01 04:43:11.615852+00
3c0fcdb3-f835-40e5-ada0-95b4118db2ac,history,h3,Which battle is known as the first major battle in Islamic history?,"[""Battle of Uhud"", ""Battle of Badr"", ""Battle of Khandaq"", ""Battle of Hunayn""]",1,The Battle of Badr (624 CE) was the first major battle in Islamic history.,3,2025-12-01 04:43:11.615852+00
3f2cbf60-1365-4a51-96f0-3d56b0ebad49,history,h21,When was the Treaty of Hudaybiyyah signed?,"[""626 CE"", ""627 CE"", ""628 CE"", ""629 CE""]",2,The Treaty of Hudaybiyyah was signed in 628 CE.,21,2025-12-01 04:43:11.615852+00
607ee168-2a87-41d6-80f2-2c64fac8752b,history,h7,Who was the second Caliph?,"[""Abu Bakr"", ""Umar ibn Al-Khattab"", ""Uthman"", ""Ali""]",1,Umar ibn Al-Khattab was the second Caliph.,7,2025-12-01 04:43:11.615852+00
6c437d1a-8287-4abe-b659-a2410cdf33df,history,h1,In which year did the Hijrah occur?,"[""610 CE"", ""622 CE"", ""630 CE"", ""632 CE""]",1,"The Hijrah occurred in 622 CE, marking the beginning of the Islamic calendar.",1,2025-12-01 04:43:11.615852+00
8986fcf7-606e-4e99-bd50-879a34305e73,history,h25,Who was the scribe of the Prophet ﷺ?,"[""Umar"", ""Ali"", ""Zaid ibn Thabit"", ""Abu Bakr""]",2,Zaid ibn Thabit was one of the main scribes of the Prophet ﷺ.,25,2025-12-01 04:43:11.615852+00
a119b2a2-0c36-4f67-9f8e-5cda9349a878,history,h2,Who was the first Caliph after Prophet Muhammad ﷺ?,"[""Umar ibn Al-Khattab"", ""Uthman ibn Affan"", ""Abu Bakr As-Siddiq"", ""Ali ibn Abi Talib""]",2,Abu Bakr As-Siddiq was the first Caliph of Islam.,2,2025-12-01 04:43:11.615852+00
bfeb4f0b-6cb0-4e32-9a38-bba3d49cc144,history,h9,Who was the third Caliph?,"[""Abu Bakr"", ""Umar"", ""Uthman ibn Affan"", ""Ali""]",2,Uthman ibn Affan was the third Caliph.,9,2025-12-01 04:43:11.615852+00
c1a65fde-f9d6-4640-8453-a48b3959d59e,history,h8,When did the conquest of Makkah occur?,"[""628 CE"", ""629 CE"", ""630 CE"", ""631 CE""]",2,Makkah was conquered in 630 CE.,8,2025-12-01 04:43:11.615852+00
c4277b0b-d17b-41e5-8fc4-b4c4c9759540,history,h20,Who was known as the Sword of Allah?,"[""Umar"", ""Ali"", ""Khalid ibn Walid"", ""Hamza""]",2,Khalid ibn Walid was known as the Sword of Allah.,20,2025-12-01 04:43:11.615852+00
c89978d1-621b-4f26-8be1-136a123543d6,history,h6,When was the Battle of Uhud?,"[""623 CE"", ""624 CE"", ""625 CE"", ""626 CE""]",2,The Battle of Uhud occurred in 625 CE.,6,2025-12-01 04:43:11.615852+00
c9ba5374-5165-4e70-bcc5-73740bc6df58,history,h12,Which empire did Muslims first conquer?,"[""Roman"", ""Persian"", ""Byzantine"", ""Egyptian""]",1,The Persian Empire was among the first major conquests.,12,2025-12-01 04:43:11.615852+00
cb775fca-41fe-4adc-ba94-8bac0e325276,history,h13,When did the Prophet ﷺ pass away?,"[""630 CE"", ""631 CE"", ""632 CE"", ""633 CE""]",2,The Prophet ﷺ passed away in 632 CE.,13,2025-12-01 04:43:11.615852+00
d4a81c0b-e4c1-4cf0-be11-d75cd004627f,history,h15,When was the Battle of Badr?,"[""622 CE"", ""623 CE"", ""624 CE"", ""625 CE""]",2,The Battle of Badr occurred in 624 CE.,15,2025-12-01 04:43:11.615852+00
d5dec127-469f-48c3-a8eb-9a91996e0418,history,h14,What was the Treaty of Hudaybiyyah?,"[""Peace treaty"", ""War declaration"", ""Trade agreement"", ""Alliance""]",0,The Treaty of Hudaybiyyah was a peace treaty between Muslims and Makkans.,14,2025-12-01 04:43:11.615852+00
d6f68a1d-6d55-41cc-a5e0-aeed3219a71e,history,h17,What year was the Year of the Elephant?,"[""570 CE"", ""571 CE"", ""569 CE"", ""572 CE""]",0,"The Year of the Elephant was 570 CE, the year the Prophet ﷺ was born.",17,2025-12-01 04:43:11.615852+00
e53dcfde-c7e0-47ed-acd1-17c82a38bf22,history,h4,Who compiled the Quran into a single book?,"[""Prophet Muhammad \ufdfa"", ""Abu Bakr"", ""Uthman ibn Affan"", ""Ali ibn Abi Talib""]",2,Uthman ibn Affan compiled the Quran into a standardized single book.,4,2025-12-01 04:43:11.615852+00
f31e241b-82b6-450c-bb12-e623ecc46d48,history,h23,What was the first mosque built in Islam?,"[""Masjid al-Haram"", ""Masjid an-Nabawi"", ""Masjid Quba"", ""Al-Aqsa""]",2,Masjid Quba was the first mosque built in Islam.,23,2025-12-01 04:43:11.615852+00
fc90576d-4e82-45f9-8fc9-4d958b99602f,history,h11,When was the Battle of Khandaq?,"[""625 CE"", ""626 CE"", ""627 CE"", ""628 CE""]",2,The Battle of Khandaq (Trench) occurred in 627 CE.,11,2025-12-01 04:43:11.615852+00
df8c14df-8d9b-46ab-a6a8-af4dd2578ea6,history,q026,Who was the first martyr in Islam?,"[""Hamza"", ""Sumayya"", ""Yasir"", ""Bilal""]",1,"Sumayya bint Khayyat was the first martyr in Islam, killed for refusing to renounce her faith.",26,2026-01-11T09:06:19.169067+00:00
9faa2447-284a-4cea-8700-784ef10b9751,history,q027,Who was the fourth Caliph?,"[""Abu Bakr"", ""Umar"", ""Uthman"", ""Ali ibn Abi Talib""]",3,Ali ibn Abi Talib was the fourth Caliph and the cousin and son-in-law of Prophet Muhammad.,27,2026-01-11T09:06:19.169067+00:00
5e42f7b4-ccc5-4aff-b19a-0a4084398c1e,history,q028,Who was the first Caliph?,"[""Abu Bakr"", ""Umar"", ""Uthman"", ""Ali""]",0,Abu Bakr al-Siddiq was the first Caliph after the death of Prophet Muhammad.,28,2026-01-11T09:06:19.169067+00:00
fc246b25-fc2d-4eeb-855c-dd68818c210c,history,q029,Who was the second Caliph?,"[""Abu Bakr"", ""Umar ibn al-Khattab"", ""Uthman"", ""Ali""]",1,"Umar ibn al-Khattab was the second Caliph, known as ""Al-Faruq"" (The Distinguisher).",29,2026-01-11T09:06:19.169067+00:00
072e9841-ca81-44db-b489-b546c63495fa,history,q030,Who was the third Caliph?,"[""Abu Bakr"", ""Umar"", ""Uthman ibn Affan"", ""Ali""]",2,"Uthman ibn Affan was the third Caliph, known as ""Dhu al-Nurayn"" (Possessor of Two Lights).",30,2026-01-11T09:06:19.169067+00:00
ca3e79ee-9895-42c0-8450-8a263494e74f,history,q031,In which year did the Battle of Badr take place?,"[""622 CE"", ""624 CE"", ""625 CE"", ""627 CE""]",1,The Battle of Badr took place in 624 CE (2 AH) and was the first major battle between Muslims and the Quraysh.,31,2026-01-11T09:06:19.169067+00:00
7cf88b51-e457-4c2e-9a02-b06a3c0c5369,history,q032,In which year did the Battle of Uhud take place?,"[""623 CE"", ""624 CE"", ""625 CE"", ""626 CE""]",2,"The Battle of Uhud took place in 625 CE (3 AH), where Hamzah, the Prophet's uncle, became a martyr.",32,2026-01-11T09:06:19.169067+00:00
e4011cf8-4c4f-4767-8e18-712af1fa87d3,history,q033,In which year did the Battle of Khandaq (Trench) take place?,"[""625 CE"", ""626 CE"", ""627 CE"", ""628 CE""]",2,"The Battle of Khandaq (Trench) took place in 627 CE (5 AH), where Muslims dug a trench to defend Madinah.",33,2026-01-11T09:06:19.169067+00:00
42e7868b-3ac3-495f-8bf6-c462e9ef0406,history,q034,In which year did the Conquest of Mecca take place?,"[""628 CE"", ""629 CE"", ""630 CE"", ""631 CE""]",2,"The Conquest of Mecca took place in 630 CE (8 AH), when Muslims peacefully entered Mecca.",34,2026-01-11T09:06:19.169067+00:00
a9fe3cd0-a954-4b4c-8d75-f125fb9e858b,history,q035,"Who was known as ""The Sword of Allah""?","[""Khalid ibn al-Walid"", ""Sa'd ibn Abi Waqqas"", ""Abu Ubaydah"", ""Amr ibn al-As""]",0,"Khalid ibn al-Walid was given the title ""Saifullah"" (Sword of Allah) for his exceptional military leadership.",35,2026-01-11T09:06:19.169067+00:00
74be62e8-6188-42fa-8fe1-dfb362b09402,history,q036,Who compiled the Quran into a single book?,"[""Abu Bakr"", ""Umar"", ""Uthman"", ""Zayd ibn Thabit""]",3,Zayd ibn Thabit compiled the Quran into a single book (Mushaf) under the caliphate of Abu Bakr.,36,2026-01-11T09:06:19.169067+00:00
4a65d904-39de-4351-b911-4f1455b4b3eb,history,q037,Who was the first person to accept Islam?,"[""Abu Bakr"", ""Khadijah"", ""Ali"", ""Zayd""]",1,"Khadijah, the Prophet's wife, was the first person to accept Islam and believe in his prophethood.",37,2026-01-11T09:06:19.169067+00:00
aaebadac-477c-4f60-9647-a1b6fe2b6349,history,q038,"Who was known as ""Al-Siddiq"" (The Truthful)?","[""Umar"", ""Abu Bakr"", ""Uthman"", ""Ali""]",1,"Abu Bakr was given the title ""Al-Siddiq"" because he immediately believed in the Prophet's Night Journey.",38,2026-01-11T09:06:19.169067+00:00
a0d03844-623d-43fd-8095-195c3d80d5c7,history,q039,"Who was known as ""Al-Faruq"" (The Distinguisher)?","[""Abu Bakr"", ""Umar ibn al-Khattab"", ""Uthman"", ""Ali""]",1,"Umar ibn al-Khattab was called ""Al-Faruq"" because he distinguished between truth and falsehood.",39,2026-01-11T09:06:19.169067+00:00
10f6a8c7-b21b-486e-bed8-c9a7edb29232,history,q040,"Who was known as ""Dhu al-Nurayn"" (Possessor of Two Lights)?","[""Abu Bakr"", ""Umar"", ""Uthman"", ""Ali""]",2,"Uthman ibn Affan was called ""Dhu al-Nurayn"" because he married two of the Prophet's daughters.",40,2026-01-11T09:06:19.169067+00:00
16f38fba-f976-4508-adb4-c666621d2ebc,history,q041,Who was the first muezzin (caller to prayer)?,"[""Bilal ibn Rabah"", ""Umar"", ""Abu Bakr"", ""Abu Dharr""]",0,"Bilal ibn Rabah was the first muezzin in Islam, known for his beautiful voice and strong faith.",41,2026-01-11T09:06:19.169067+00:00
d0281a58-92ae-4874-83f5-177166a5f83c,history,q042,Who suggested digging the trench in the Battle of Khandaq?,"[""Abu Bakr"", ""Umar"", ""Salman al-Farsi"", ""Ammar ibn Yasir""]",2,"Salman al-Farsi suggested digging a trench around Madinah, a strategy he had seen in Persia.",42,2026-01-11T09:06:19.169067+00:00
41ab11ec-99bb-4654-8803-3dc92a8571c8,history,q043,In which year did Prophet Muhammad pass away?,"[""630 CE"", ""631 CE"", ""632 CE"", ""633 CE""]",2,Prophet Muhammad (peace be upon him) passed away in 632 CE (11 AH) at the age of 63.,43,2026-01-11T09:06:19.169067+00:00
c2461f53-7ec2-43e4-816a-c78168b6de4d,history,q044,Who was the last person to see the Prophet before his passing?,"[""Aishah"", ""Abu Bakr"", ""Umar"", ""Ali""]",0,"Aishah, the Prophet's wife, was the last person to see him before his passing, as he passed away in her room.",44,2026-01-11T09:06:19.169067+00:00
0de8d09f-7257-4f30-a4cb-77638927d238,history,q045,What was the name of the year when both Khadijah and Abu Talib passed away?,"[""Year of Sorrow"", ""Year of Boycott"", ""Year of the Elephant"", ""Year of Grief""]",0,"619 CE is called the ""Year of Sorrow"" because both Khadijah and Abu Talib passed away.",45,2026-01-11T09:06:19.169067+00:00
bf2c4d8b-b587-4bd9-a239-c925144840f5,history,q046,Who was the Prophet's foster brother?,"[""Zayd ibn Harithah"", ""Hamzah"", ""Abdullah"", ""Abdul-Muttalib""]",0,"Zayd ibn Harithah was the Prophet's adopted son and foster brother, known as ""Zayd the Beloved"".",46,2026-01-11T09:06:19.169067+00:00
b649b4b6-fde3-43c0-a0a0-0d925f380f29,history,q047,In which year did the Treaty of Hudaybiyyah take place?,"[""627 CE"", ""628 CE"", ""629 CE"", ""630 CE""]",1,"The Treaty of Hudaybiyyah took place in 628 CE (6 AH), establishing a 10-year peace treaty.",47,2026-01-11T09:06:19.169067+00:00
